id,profit,tenure,district,online,inc,age
5397,1523,15.4099998474121,1200,0,,
22297,1519,11.8299999237061,1200,0,,
243,1517,21.8299999237061,1200,0,9,4
19911,1517,16.1599998474121,1200,0,6,3
12923,1515,18.75,1300,1,9,6
25790,1513,19.75,1200,0,6,5
16347,1509,8.65999984741211,1200,0,6,6
2008,1508,9,1100,0,5,2
26669,1507,40.9099998474121,1300,0,4,7
9342,1504,8.57999992370606,1200,0,,
18631,1503,3.16000008583069,1200,0,9,3
27818,1503,22.0799999237061,1300,0,7,6
28116,1502,23.5799999237061,1200,0,9,5
4134,1500,6.65999984741211,1200,0,,
2837,1499,2.66000008583069,1200,0,9,3
18881,1495,20.5,1100,0,6,7
10093,1493,26.1599998474121,1200,0,6,7
13216,1492,22.0799999237061,1200,0,,
8922,1487,5,1100,0,8,3
1502,1477,38.5,1200,0,9,6
8000,1474,27.9099998474121,1200,0,,7
3477,1471,21.75,1200,0,,
11099,1470,8.5,1200,0,3,4
25015,1470,15.9099998474121,1200,0,,
26487,1470,6.57999992370606,1200,0,,
1959,1469,25.9099998474121,1200,0,9,4
11564,1469,5.40999984741211,1200,0,9,3
4852,1468,9.65999984741211,1200,0,9,3
16067,1466,8.5,1200,0,5,4
14857,1464,23.75,1200,1,8,4
29269,1460,16.75,1300,1,5,3
19342,1459,11.5,1200,0,4,5
17398,1455,4.40999984741211,1200,0,7,4
24036,1455,9.07999992370605,1200,1,9,3
13799,1449,0.660000026226044,1100,1,,
25838,1447,22.4099998474121,1200,0,8,4
9307,1445,35.6599998474121,1200,0,6,7
14161,1440,8.15999984741211,1300,0,,
9964,1436,24.25,1100,0,1,5
21167,1434,16,1200,0,3,7
19230,1433,15.25,1200,0,9,5
10017,1433,0.5,1200,1,7,3
16404,1432,13.4099998474121,1200,0,7,5
26142,1432,2.57999992370605,1200,0,9,3
20589,1431,19.1599998474121,1200,0,4,6
11688,1430,10.5,1200,0,9,6
19191,1429,16.6599998474121,1200,0,9,3
7599,1428,6.07999992370606,1200,0,9,3
12212,1428,12.75,1200,0,,
18038,1428,7.40999984741211,1200,1,3,4
9300,1421,17.1599998474121,1200,0,6,5
8239,1418,5.75,1200,0,9,4
13890,1418,11.6599998474121,1100,0,,
31424,1417,30.0799999237061,1200,1,,
1462,1414,1.9099999666214,1200,0,,
25548,1412,16.25,1200,0,,
13114,1412,3.32999992370605,1200,1,9,3
4842,1411,16.9099998474121,1200,0,9,3
8378,1411,14.8299999237061,1200,0,9,3
14903,1407,8.40999984741211,1100,0,1,4
24165,1407,5.07999992370606,1200,0,3,7
9707,1403,30.0799999237061,1200,0,7,3
28326,1402,8.07999992370606,1100,0,2,4
22830,1400,20.1599998474121,1200,0,,
4979,1395,19.3299999237061,1200,0,8,3
30870,1395,4.75,1200,0,7,7
24658,1394,21.8299999237061,1200,0,3,4
3410,1392,34.25,1300,0,3,6
5905,1392,24.75,1300,0,2,5
15783,1392,5.65999984741211,1200,0,,
22110,1390,20.4099998474121,1200,0,6,4
15331,1388,16.4099998474121,1200,0,3,6
26278,1388,12.3299999237061,1200,0,3,7
19564,1387,22.75,1200,0,3,7
17842,1386,15.75,1200,0,9,4
7279,1386,7.40999984741211,1200,1,9,2
21619,1383,25,1200,0,7,6
17882,1381,19.75,1200,0,9,7
608,1379,13.4099998474121,1200,0,9,5
7699,1379,9.5,1100,0,9,4
8159,1379,31.5799999237061,1100,0,6,5
25113,1379,0.910000026226044,1200,0,,
25682,1378,1.75,1300,0,,
7865,1376,5.25,1200,1,6,3
28029,1373,2.57999992370605,1200,0,9,4
25230,1371,16,1200,0,6,4
5176,1370,4.15999984741211,1200,0,9,4
18194,1370,37.1599998474121,1100,0,1,7
15210,1369,4.40999984741211,1200,1,7,3
538,1364,26.0799999237061,1100,0,,
22303,1364,25,1200,0,6,3
21863,1364,10.4099998474121,1200,1,6,5
560,1362,16.9099998474121,1200,0,,
6828,1360,14.5799999237061,1200,1,9,4
23318,1360,14.5799999237061,1200,1,,
20738,1359,18.8299999237061,1100,0,,
14564,1357,29.75,1200,0,9,4
27900,1357,2.41000008583069,1200,0,8,4
13186,1356,28.1599998474121,1200,0,5,6
19000,1356,31.5799999237061,1100,0,6,6
13644,1355,9.82999992370605,1300,0,5,5
18130,1355,22.8299999237061,1200,1,1,5
27928,1354,3.16000008583069,1300,0,6,6
2610,1352,27.25,1200,0,9,5
18835,1352,22.4099998474121,1100,0,6,4
4747,1351,23.1599998474121,1100,0,6,4
10115,1349,12.75,1200,0,9,4
14374,1349,13.1599998474121,1200,0,,
20657,1348,1,1200,0,,
29262,1347,19.1599998474121,1200,0,1,7
29504,1347,22.0799999237061,1200,0,,
22670,1346,9.82999992370605,1200,0,4,4
9271,1345,14.4099998474121,1100,0,,
23674,1342,14.3299999237061,1100,0,5,7
16429,1338,29.0799999237061,1100,0,1,7
29060,1338,21.3299999237061,1300,0,4,7
6636,1337,21.1599998474121,1200,0,5,4
30163,1337,39.25,1300,0,9,6
4762,1335,23,1100,0,4,5
7123,1335,9.90999984741211,1200,0,2,6
12302,1335,11.4099998474121,1200,0,8,7
15884,1332,10.4099998474121,1200,0,7,3
26615,1332,2.66000008583069,1200,1,8,3
5977,1331,14.1599998474121,1200,0,7,4
10836,1331,16.8299999237061,1200,0,6,6
6215,1330,7.82999992370606,1200,0,6,4
27816,1330,23.4099998474121,1200,0,5,4
19166,1329,20.25,1200,0,7,6
17615,1328,14.9099998474121,1200,0,9,3
8992,1326,21.9099998474121,1200,0,8,7
17343,1323,23.5799999237061,1100,0,1,7
6096,1322,1.58000004291534,1200,1,7,5
21268,1321,4.75,1200,0,5,4
30228,1320,34.8300018310547,1200,0,1,7
11783,1319,8,1100,0,3,5
28460,1318,15.5799999237061,1200,1,9,4
10527,1317,9.65999984741211,1200,0,,
17108,1317,10.5799999237061,1200,0,7,3
15357,1316,5.40999984741211,1200,0,7,4
18693,1311,11.5,1200,0,,
1581,1311,20,1200,1,8,4
21219,1310,8.57999992370606,1200,0,9,5
21751,1310,22.0799999237061,1200,0,6,6
28813,1309,21.25,1300,0,4,6
29566,1309,28.4099998474121,1200,1,3,4
31557,1307,7.57999992370606,1100,0,,6
15008,1306,21.25,1200,0,8,7
12297,1305,18.5,1200,0,4,3
16353,1305,18.6599998474121,1200,0,9,5
4327,1301,8.57999992370606,1200,0,7,3
17539,1299,1.33000004291534,1200,1,9,2
20223,1298,3.41000008583069,1200,0,7,2
9936,1295,16.5,1300,0,1,7
22217,1295,16.5,1200,0,9,3
30962,1295,21.9099998474121,1200,0,9,4
26318,1293,10.25,1200,0,,
2704,1291,6.75,1200,0,,
20314,1290,30.5799999237061,1200,0,9,5
12053,1288,18.5,1100,0,3,7
19654,1286,12,1300,0,3,5
31154,1285,7.57999992370606,1200,0,4,4
10216,1283,9.75,1200,0,8,7
18319,1282,12,1200,0,9,4
3414,1281,7.32999992370606,1200,0,3,7
8356,1281,10.5799999237061,1300,0,3,7
4202,1279,4.90999984741211,1200,1,6,3
19688,1276,3.66000008583069,1200,0,5,2
360,1276,4.57999992370606,1200,1,,
5450,1275,7.40999984741211,1200,0,7,3
13992,1272,25.25,1200,0,,
12813,1271,11.25,1200,0,7,3
31098,1270,9.57999992370605,1300,0,8,7
23051,1269,19.1599998474121,1200,0,3,7
17951,1267,11.1599998474121,1300,0,6,4
13506,1265,15.5,1200,0,8,6
4898,1264,14.5,1200,0,9,4
30119,1264,7.65999984741211,1200,0,2,6
20958,1261,8.90999984741211,1200,0,9,3
18321,1259,18.4099998474121,1200,0,9,4
22646,1259,10.8299999237061,1200,0,7,5
28587,1255,7.90999984741211,1200,0,9,4
28365,1252,30.0799999237061,1200,0,5,4
6904,1251,5.40999984741211,1200,0,9,3
19684,1251,28.5799999237061,1200,0,9,6
14013,1250,5.5,1200,0,1,4
24747,1249,34.3300018310547,1100,0,7,6
26356,1248,1.33000004291534,1200,1,9,3
5631,1247,10.9099998474121,1200,0,6,
26431,1246,3.57999992370605,1200,0,9,3
20532,1245,2.75,1300,0,,
21911,1244,16.9099998474121,1200,0,,
9130,1243,12.3299999237061,1200,0,9,4
14700,1243,6.75,1200,0,9,3
13027,1242,7.25,1200,0,,
29265,1242,22.0799999237061,1200,0,6,6
12127,1242,22.9099998474121,1200,1,9,4
7597,1240,4.75,1100,0,5,4
1471,1239,10.1599998474121,1200,0,4,7
3244,1238,12.0799999237061,1200,1,9,4
9263,1236,30.0799999237061,1200,0,4,7
2483,1235,5.65999984741211,1200,0,7,6
17375,1233,6.25,1100,0,,
5681,1231,0.5799999833107,1200,0,,
14076,1231,14.75,1200,0,,
653,1230,1,1200,0,9,4
27029,1229,6.40999984741211,1300,0,6,2
6178,1228,5.65999984741211,1300,0,6,5
374,1227,10.8299999237061,1200,0,,
4001,1224,3.91000008583069,1200,0,6,3
20687,1224,1.33000004291534,1200,0,6,3
10212,1222,15.3299999237061,1200,0,1,7
15664,1221,0.75,1200,0,9,5
13091,1221,0.910000026226044,1200,1,,
26081,1220,28.9099998474121,1300,0,4,5
15743,1219,27.9099998474121,1200,0,1,7
29406,1219,7.15999984741211,1200,0,5,6
10726,1218,4.15999984741211,1200,0,6,4
22527,1217,20.4099998474121,1200,0,,
11455,1215,22.4099998474121,1200,0,9,3
24033,1215,4.40999984741211,1200,0,8,3
16149,1214,29,1200,0,,
8271,1212,3,1200,0,3,3
24616,1212,7.32999992370606,1200,0,9,6
11226,1210,18.5799999237061,1200,0,8,6
11333,1210,11.8299999237061,1200,0,,
2079,1210,15.0799999237061,1200,1,3,5
9033,1209,13.8299999237061,1200,0,9,3
16633,1209,17.3299999237061,1200,0,9,5
29000,1208,4.75,1200,0,7,5
8445,1207,5.75,1100,0,3,6
28859,1207,19.8299999237061,1300,0,,
5506,1206,18.3299999237061,1200,0,6,4
24104,1205,4.5,1200,1,4,3
11186,1201,25.9099998474121,1300,0,1,7
31219,1201,11.5799999237061,1200,0,2,7
30132,1200,11.4099998474121,1300,0,9,4
25019,1198,17,1200,0,1,
16069,1197,31.3299999237061,1200,0,1,4
31239,1194,5.65999984741211,1300,1,7,
11830,1193,38.25,1100,0,7,7
21559,1193,18,1200,0,3,4
24328,1191,15,1200,0,9,4
29576,1190,32.5,1300,0,8,6
2034,1189,3.32999992370605,1200,0,,
12721,1189,33.4099998474121,1100,0,5,4
8620,1189,28.25,1200,1,,
16748,1188,18.8299999237061,1200,0,6,7
24047,1188,22.9099998474121,1100,0,1,6
18617,1186,16.1599998474121,1200,0,9,6
12286,1179,10.9099998474121,1300,0,,
25081,1179,5.57999992370606,1100,0,7,5
16893,1175,5.57999992370606,1200,0,9,3
31218,1174,35.0800018310547,1200,0,8,5
4000,1173,15.1599998474121,1200,0,8,4
25677,1173,15.4099998474121,1200,0,6,5
19315,1173,18.5799999237061,1200,1,8,4
1913,1172,8.07999992370606,1300,0,8,6
15280,1171,2.16000008583069,1200,0,6,4
17745,1171,26.6599998474121,1200,1,9,4
18078,1171,10.5799999237061,1200,1,9,3
10043,1169,10.25,1200,0,,
10175,1169,3.5,1200,0,7,4
7761,1168,4.90999984741211,1200,0,3,7
19443,1167,13.9099998474121,1200,0,2,7
25284,1166,8.57999992370606,1200,0,5,6
2489,1165,15.5799999237061,1200,0,4,5
7497,1165,38.75,1200,0,4,6
13845,1164,5.32999992370606,1300,0,1,7
20970,1164,4.32999992370605,1200,0,,
26862,1164,15.8299999237061,1200,0,6,6
24221,1163,12.9099998474121,1200,0,9,4
8084,1161,6.75,1200,1,9,3
15278,1157,13.0799999237061,1200,0,,
26496,1157,1.1599999666214,1200,0,,
30689,1155,30.6599998474121,1300,0,4,5
24008,1153,10.0799999237061,1200,0,9,3
12420,1153,6.40999984741211,1200,1,6,7
11642,1152,17.5,1200,0,9,6
16425,1152,9.5,1100,0,,
25377,1151,2.41000008583069,1200,0,9,3
12125,1151,22.6599998474121,1200,1,9,3
6399,1150,11.0799999237061,1300,1,6,6
15089,1149,18.9099998474121,1200,0,9,4
17949,1148,16.8299999237061,1200,0,6,6
30873,1147,23.4099998474121,1200,1,7,4
17700,1146,6.75,1200,0,5,2
23809,1146,7.57999992370606,1200,1,9,3
15968,1145,11.5,1200,1,,
5775,1144,8,1300,0,,3
23482,1144,8.40999984741211,1200,0,,
6297,1143,30.75,1200,0,9,6
16236,1143,10.9099998474121,1200,0,6,4
13192,1141,10.8299999237061,1300,0,7,6
8851,1140,18.4099998474121,1100,0,4,3
5357,1139,6.65999984741211,1200,0,2,7
19768,1139,11.3299999237061,1200,0,9,4
3056,1138,36.5,1200,0,9,5
29239,1135,8.65999984741211,1200,0,9,4
30280,1135,21.25,1300,0,9,7
16613,1135,14.0799999237061,1200,1,7,6
30771,1133,3.5,1200,0,2,
4080,1133,3.75,1200,1,,2
15476,1132,31.75,1100,0,4,7
9274,1131,19.9099998474121,1200,0,7,5
28697,1131,8.32999992370606,1300,0,6,3
843,1130,6.65999984741211,1200,0,9,5
1779,1130,11,1200,0,,
10617,1130,13,1200,0,6,4
13467,1129,22.9099998474121,1300,0,5,6
29798,1129,0.159999996423721,1200,0,9,5
2536,1128,10.6599998474121,1200,0,,
10662,1128,21.8299999237061,1200,0,3,3
17740,1128,20.9099998474121,1200,0,9,
1935,1127,1.4099999666214,1200,0,6,4
15825,1127,22.0799999237061,1300,0,6,5
17313,1126,15.5799999237061,1200,0,7,3
23038,1126,2.57999992370605,1200,0,8,4
26165,1124,1.58000004291534,1200,1,6,5
17090,1123,7.32999992370606,1200,0,3,6
12444,1123,25.4099998474121,1200,1,5,4
27056,1123,1.5,1200,1,9,3
25137,1122,5.90999984741211,1200,0,9,3
8619,1122,22.0799999237061,1200,1,7,5
17295,1121,5.57999992370606,1200,0,9,3
18486,1121,19.8299999237061,1200,0,,
2355,1118,8.32999992370606,1200,0,6,4
30947,1118,5.90999984741211,1100,1,2,3
10471,1115,15.1599998474121,1200,0,9,6
17145,1115,31,1200,0,6,6
10528,1114,4.82999992370606,1200,0,6,3
10920,1114,27.4099998474121,1200,0,6,4
4585,1113,16.75,1200,0,8,7
7902,1112,16.75,1200,0,1,7
26405,1111,13.3299999237061,1200,0,6,6
14679,1109,30.25,1200,0,9,4
22987,1109,22.3299999237061,1200,0,6,4
5624,1108,14.0799999237061,1200,1,6,4
6090,1107,25.5799999237061,1200,0,,
2160,1102,11.5799999237061,1200,0,4,7
16444,1102,28.25,1200,1,9,4
6581,1101,32.25,1100,0,6,5
25035,1101,3.57999992370605,1200,0,7,3
28081,1101,22.3299999237061,1200,0,7,7
23936,1100,29,1200,0,1,7
29428,1100,21.4099998474121,1300,0,7,7
23116,1099,21.75,1200,0,2,7
6259,1099,7.57999992370606,1200,1,7,3
14764,1098,14.0799999237061,1200,0,9,4
24812,1098,38.9099998474121,1200,1,6,6
18352,1097,14.3299999237061,1200,0,2,3
30439,1096,19.4099998474121,1200,0,9,5
917,1095,10.1599998474121,1200,0,8,4
10261,1094,9.15999984741211,1200,1,,
17805,1094,21.1599998474121,1200,1,9,5
31551,1093,19.4099998474121,1200,0,6,4
13386,1092,7.75,1200,0,,
23467,1092,20.75,1200,0,3,6
6957,1091,14.5799999237061,1100,0,4,7
10788,1091,16.8299999237061,1300,0,3,6
13765,1091,25.3299999237061,1200,0,7,7
234,1088,26.9099998474121,1200,0,4,6
19438,1088,20.75,1200,0,9,4
23285,1087,7.90999984741211,1200,0,7,3
2095,1085,21.8299999237061,1200,0,,
2235,1085,8,1200,1,2,3
4582,1084,28,1200,0,,
5616,1084,23.5799999237061,1200,0,7,4
30630,1084,25.3299999237061,1200,1,9,5
4264,1082,22.9099998474121,1300,0,4,5
18626,1080,7.57999992370606,1200,0,9,3
22995,1080,5.82999992370606,1200,0,7,5
6773,1078,20.9099998474121,1200,0,9,5
20147,1078,30.0799999237061,1200,0,1,5
23814,1078,34.4099998474121,1200,0,8,6
24738,1078,20,1200,0,9,7
10880,1077,17.6599998474121,1200,0,4,6
15190,1077,17.3299999237061,1200,0,5,4
23485,1077,7.90999984741211,1100,0,5,3
27741,1077,20.3299999237061,1200,0,6,7
30068,1076,40.1599998474121,1100,0,1,7
1128,1073,5.15999984741211,1200,0,,
26146,1072,24.6599998474121,1200,0,,
23215,1071,27.4099998474121,1200,1,,
25686,1070,15.9099998474121,1200,0,6,4
25907,1070,11.9099998474121,1200,0,,
14917,1066,6.82999992370606,1200,0,9,4
14180,1065,6.90999984741211,1200,0,7,4
4221,1065,6.15999984741211,1200,1,1,2
13712,1064,14.9099998474121,1200,0,9,3
28148,1063,19.25,1300,1,7,5
27672,1062,5.32999992370606,1200,0,9,5
9369,1061,4.65999984741211,1200,0,9,3
20476,1061,19.6599998474121,1200,0,8,7
6444,1060,17.8299999237061,1200,0,4,7
8707,1059,16.1599998474121,1100,0,3,6
14910,1059,18.4099998474121,1200,0,9,4
24031,1058,22.0799999237061,1200,0,4,7
18678,1057,10.5799999237061,1200,0,2,7
18985,1057,1.83000004291534,1200,0,,
17908,1056,8.25,1200,0,9,3
7209,1055,10,1200,0,6,6
16280,1055,25.5,1200,0,3,4
22588,1055,19.5799999237061,1200,0,8,5
26513,1055,11.5799999237061,1200,0,9,7
29349,1055,8.5,1200,0,9,4
25661,1054,11.5,1200,1,,
2450,1053,19.25,1200,0,3,6
381,1052,40.6599998474121,1200,0,,
8780,1050,16.75,1200,0,3,6
27879,1049,1.4099999666214,1200,0,9,4
28869,1049,10.6599998474121,1200,0,8,3
11995,1048,37.1599998474121,1100,0,4,6
22823,1048,24.0799999237061,1200,0,3,3
23102,1047,18.0799999237061,1200,0,7,7
17617,1046,8.90999984741211,1200,0,9,4
17959,1046,2.16000008583069,1200,0,9,5
16145,1046,11.6599998474121,1200,1,7,4
12039,1045,2.75,1200,0,5,3
13129,1045,26.25,1200,0,7,6
14701,1045,22.25,1300,0,,
29453,1045,9,1300,0,5,6
7875,1044,21.5799999237061,1200,0,9,7
597,1043,31,1200,0,4,6
17335,1042,20.6599998474121,1200,1,8,5
22401,1039,2.5,1100,0,,2
1375,1037,10.1599998474121,1200,0,7,3
24772,1037,25.5799999237061,1200,0,7,7
21825,1037,4.82999992370606,1200,1,6,3
6117,1036,13.5,1200,0,7,2
26713,1036,14.0799999237061,1200,1,7,4
23585,1035,19.75,1300,0,6,7
24254,1035,19.9099998474121,1200,0,9,3
5134,1034,19.0799999237061,1200,0,,
24075,1033,19.5799999237061,1200,0,9,3
30339,1033,18.4099998474121,1300,0,4,6
9480,1032,25.5,1200,0,,
13220,1032,14.75,1200,0,4,3
23704,1032,8.75,1200,0,,
18714,1031,18.75,1200,0,9,6
16572,1029,15.5799999237061,1200,0,7,5
14605,1028,8.65999984741211,1200,0,6,5
22610,1028,21.0799999237061,1200,0,,
26428,1028,11.3299999237061,1200,0,8,3
1289,1027,0.5,1200,0,6,6
8872,1026,7.57999992370606,1200,0,9,3
18248,1026,18.3299999237061,1200,0,,
27327,1026,8.32999992370606,1200,0,8,4
9615,1025,0.5799999833107,1200,0,3,3
10192,1024,27,1300,0,6,4
5365,1022,1.4099999666214,1200,0,7,4
20142,1022,7.90999984741211,1200,0,,
10703,1021,8.82999992370606,1200,0,6,7
29095,1021,3.57999992370605,1200,0,7,3
2750,1020,24.0799999237061,1300,0,,
6231,1020,6.75,1200,0,9,4
29916,1020,7.90999984741211,1200,0,9,7
28934,1019,17.5799999237061,1200,0,9,4
11509,1018,10.25,1200,0,,
17872,1018,33.3300018310547,1100,0,4,6
13254,1018,22.0799999237061,1300,1,7,5
29862,1017,17.75,1200,0,9,4
30839,1017,9.65999984741211,1200,0,9,6
778,1016,15.5,1200,0,7,3
20684,1016,16,1200,0,3,7
25265,1016,4.40999984741211,1200,1,8,2
16315,1015,16.8299999237061,1200,0,,
24315,1015,10.3299999237061,1200,0,,
5789,1013,18.8299999237061,1200,0,3,6
13604,1013,0.330000013113022,1300,0,1,5
11757,1010,27.5799999237061,1200,0,7,4
19669,1010,3,1200,0,7,7
20138,1007,11,1200,0,9,4
14173,1007,23.5,1200,1,6,3
3807,1006,9.65999984741211,1200,1,5,3
1211,1005,17.75,1200,0,4,6
7704,1005,14.0799999237061,1200,0,1,7
15005,1005,31.0799999237061,1100,0,1,7
27954,1005,7.07999992370606,1200,1,,
21043,1004,10.8299999237061,1200,0,8,4
22148,1004,10.0799999237061,1100,0,,
22902,1003,8.40999984741211,1200,0,,
362,1003,21.9099998474121,1200,1,5,5
4624,1002,12.8299999237061,1300,0,,
15307,1002,5.75,1100,0,1,4
24965,1002,19.1599998474121,1200,0,5,7
1696,1001,7.65999984741211,1200,0,3,7
20540,1001,6.32999992370606,1200,0,9,3
23464,1001,0.159999996423721,1200,0,,
23730,1001,16.9099998474121,1200,0,5,7
22743,999,24.6599998474121,1200,0,7,4
29528,999,10.5799999237061,1200,0,,7
19839,998,3.32999992370605,1300,0,6,5
23245,998,11.3299999237061,1200,0,7,3
10257,998,15.8299999237061,1200,1,7,4
27704,997,36.75,1200,0,8,6
2259,997,17.6599998474121,1200,1,6,6
1252,996,18.6599998474121,1200,0,7,4
16571,996,12.3299999237061,1200,0,6,7
2138,995,16.25,1200,0,4,4
12562,995,21.5799999237061,1300,0,1,6
13916,994,28.4099998474121,1200,0,9,7
9566,994,23.5,1200,1,9,4
5295,993,13.9099998474121,1200,0,,
26034,992,36.5800018310547,1200,0,9,3
4408,991,12.4099998474121,1200,0,6,7
17289,991,35.6599998474121,1300,0,2,7
